row ID,row m/z,row retention time,KMRB15070728_neg.mzXML Peak area,KMRB15070723_neg.mzXML Peak area,KMRB16032507_neg.mzXML Peak area,KMRB15070765_neg.mzXML Peak area,KMRB15062619_neg.mzXML Peak area,KMRB15090213_neg.mzXML Peak area,KMRB17070402_neg.mzXML Peak area,KMRB17080804_neg.mzXML Peak area,KMRB15081403_neg.mzXML Peak area,KMRB15031920_neg.mzXML Peak area,KMRB16011417_neg.mzXML Peak area,KMRB16011519_neg.mzXML Peak area,KMRB04050612_neg.mzXML Peak area,KMRB14110709_neg.mzXML Peak area,KMRB18111308_neg.mzXML Peak area,KMRB14091212_neg.mzXML Peak area,KMRB15052235_neg.mzXML Peak area,KMRB15070136_neg.mzXML Peak area,KMRB18042712_neg.mzXML Peak area,KMRB16061604_neg.mzXML Peak area,KMRB15021115_neg.mzXML Peak area,KMRB16051230_neg.mzXML Peak area,KMRB17091811_neg.mzXML Peak area,KMRB15032003_neg.mzXML Peak area,KMRB14101203_neg.mzXML Peak area,KMRB15063021_neg.mzXML Peak area,KMRB15052230_neg.mzXML Peak area,KMRB15071608_neg.mzXML Peak area,KMRB14082260_neg.mzXML Peak area,KMRB16071927_neg.mzXML Peak area,KMRB15080602_neg.mzXML Peak area,KMRB16011521_neg.mzXML Peak area,KMRB15090836_neg.mzXML Peak area,KMRB17061910_neg.mzXML Peak area,KMRB17083132_neg.mzXML Peak area,KMRB16041505_neg.mzXML Peak area,KMRB15102011_neg.mzXML Peak area,KMRB15061217_neg.mzXML Peak area,KMRB14070116_neg.mzXML Peak area,KMRB15090322_neg.mzXML Peak area
4181,455.2276431,4.979125,8.037,8.2875,8.52,5.7375,8.268,5.525,0,0,24.1475,0,6.048,7.668,19.7765,9.844,8.54,10.486,0,18.186,18.92272568,5.964,0,15.695,9.592,9.2235,13.2675,26.2065,0,14.654,0,10.233,14.8695,46.31412177,11.772,241.918918,0,742.4349937,2612.448106,44.67766815,28.3965,57.024
4182,157.0501569,4.302931944,0,0,14.193,0,0,0,0,0,0,8.48,9.009,10.486,0,0,0,0,7.8625,0,0,0,0,0,0,0,0,0,0,0,0,30.2225,13.936,0,0,12.375,0,913.8437805,45.633,21.489,0,8.0105
4183,441.2107152,4.414797396,10.388,0,18.868,10.8315,0,7.525,0,0,9.159,11.448,24.182,22.8855,0,17.58727295,0,7.8995,0,6.96,12.236,87.101,8.8765,7.395,13.2675,26.2395,25.67,9.504,20.126,12.068,8.502,7.735,0,45.94502225,13.888,20.116,35.75,808.7672124,8574.073241,41.896,7.0125,11.87081186
4184,261.1699568,2.890110256,0,9.35,7.029,0,0,0,18.832,0,52.07003241,19.47954712,48.78053754,11.154,26.9375,9.051,0,39.74197391,23.968,151.52,67.548,30.70704926,136.572,113.0424239,325.706,65.84484961,28.06811206,0,0,20.112,11.37,0,8.284,0,0,0,9.913,705.463481,0,33.97,0,8.9175
4185,541.2265241,4.507631579,7.881,7.4725,0,15.336,8.48,5.978,4.27,10.388,12.1125,4.899,23.188,27.8225,11.342,34.51090338,15.312,23.8095,10.514,27.216,16.67126526,9.372,12.342,20.5675,8.14,11.7015,20.056,4.104,23.058,18.26190369,58.786,23.22,19.59493607,56.325,9.4375,7.5075,0,1958.468657,12.921,14.722,17.8725,11.0925
4186,455.2276699,5.030261765,8.037,8.2875,8.52,53.526,6.1625,8.5,0,0,24.1475,0,6.048,7.668,19.7765,17.227,8.54,10.486,11.076,48.07490576,18.92272568,5.964,13.125,9.072,9.592,9.2235,13.2675,26.2065,0,14.654,0,10.233,38.8905,46.31412177,11.772,241.918918,0,1166.027417,1796.079997,44.67766815,28.3965,57.024
4187,433.1800955,6.741059444,9.585,0,0,7.668,7.65,6.405,0,8.075,0,13.992,11.9,10.8375,44.002,10.437,0,19.26,34.7985,11.128,19.565,367.3515094,0,32.13,11.3155,5.551,7.955,9.6075,6.42,0,24.725,12.208,11.232,18.7775,0,0,0,3395.886793,1684.170461,25.6375,135.9825,98.5
4188,819.4165907,8.890558333,0,25.33,10.339,0,0,0,0,0,0,5.724,41.106,13.801,8.883,0,4.664,0,7.49,20.564,11.605,5.1,6.9795,4.0565,6.9795,14.9,11.475,0,10.152,6.634,7.0785,43.686,6.1915,12.733,10.7,11.154,6.864,3243.239903,12.441,34.97,93.1,248.0605
4189,271.1905312,3.799264286,0,14.174,0,15.75,7.4725,14.124,0,0,0,4.24,11.0415,0,9.982,16.34,0,6.2205,0,12.208,34.88,33.891,12.441,50.5285896,20.413,25.547,36.686,8.66,0,6.912,0,8.9,0,72.3155,10.933,10.248,20.406,1815.048651,23.2415,9.675,0,14.0725
4190,459.2253137,2.778433333,15.745,12.87,0,6.48,10.9395,17.88190842,8.54,10.1285,3.861,39.44630252,4.5885,0,10.392,64.061,14.8695,35.0975,0,11.772,48.6875,20.99934863,9.219,17.813,36.754,5.694,10.7065,7.429,50.26,7.361,9.24,67.68,24.304,61.5285,0,18.80680856,4.73,1195.301803,6577.845418,6.634,16.5385,23.343
4191,441.17656,4.46951619,32.674,10.98732715,0,10.1115,13.664,11.18,11.936,52.725,12.1695,20.916,10.9905,7.686,12.1695,0,0,14.091,7.686,8.9585,18.791,25.9545,16.8525,20.274,6.104,8.246548828,17.36,10.965,0,20.163,53.145,129.235,0,106.8393552,16.2325,10.75,37.098,849.5937394,387.0548652,94.094,13.9425,25.5455
4192,1241.642736,14.91819621,11.748,0,0,0,9.612,0,10.68,56.07,0,8.5,27.9795,0,69.312,29.1,0,33.232,0,6.6805,0,11.235,0,36.078,27.768,0,0,52.216,0,19.832,11.277,30.525,7.56,0,0,11.0415,0,2239.501186,18.0075,0,0,120.8315407
4193,271.1906916,4.473582407,7.0455,0,6.36,6.435,17.7205,16.5165,0,8.692,5.3125,44.45,10.75,0,11.395,100.2035,31.23,20.8065,31.79,27.13098877,37.754,9.372,14.94,20.9035,103.111,30.024,103.656466,9.072,8.815,34.14325732,0,23.22,93.4175,283.1,5.45,8.17,43.8815,733.6817478,102.3995,3.888,10.296,20.087
4194,441.2101091,4.017414815,9.328,6.36,0,6.206,0,17.589,8.52,5.525,12.626,11.529,13.002,4.27,31.059,42.3185,5.3625,13.115,6.5875,27.288,59.927,25.4065,7.5425,9.156,13.14,0,67.353,9.548,19.552,27.336,0,49.1855,92.378,503.0354637,8.9585,82.446,23.694,541.6073574,21141.02911,12.803,17.181,25.752
4195,383.206397,4.699462393,37.944,9.325,8.883,13.838,8.692,78.2648656,6.9795,15.9375,9.775,18.2525,15.444,9.1375,32.88034766,57.157245,44.002,21.894,27.6985,18.4875,22.95671777,30.438,25.098,10.152,515.446,31.52025903,68.761,32.7765,7.31,13.5135,24.108,50.274,386.8470612,77.275,15.4775,14.3045,0,1708.831266,73.057,30.6585,10.965,25.4975
4196,357.1005889,3.46235787,10.401,9.867,22.14753494,6.714592773,8.988,25.636,8.946,20.592,5.7645,0,14.355,18.109,16.632,15.05,26.875125,7.776,4.899,17.11371448,48.555,8.385,5.7915,8.9585,23.684,12.7735,15.14,38.0625,0,39.957,65.62398926,142.065,0,361.2773275,38.628,118.0524968,0,2118.528086,39.897,6.696,53.088,50.858
4197,435.1974812,6.754979762,0,7.062,5.3,14.6625,13.6,8.268,0,3.816,0,0,8.7125,3.852,7.776,0,8.17,10.625,7.062,0,0,14.766,12.169,0,16.05,27.222,17.655,7.722,0,5.16,0,12.7735,13.2065,18.0525,6.264,115.668,0,2719.968583,112.346,29.0394668,0,201.470158
4198,879.4724421,7.226082716,0,7.4375,9.9405,0,6.6185,11.16,4.25,0,7.614,7.8255,6.1915,8.346,22.1,16.39,30.325,0,0,10.105,6.375,0,33.3645,6.45,0,0,4.085,0,0,0,7.63,6.6495,0,64.4605,24.824,13.1494812,29.088,999.1554097,19.8135,0,62.166,53.312
4199,945.3961184,16.89555263,36.58,0,0,0,33.18,62.54,0,0,56.64,35.26,73.16,0,53.24,0,30.68,26.07,0,0,63.24,0,0,0,106.02,61.38,0,0,93.25,0,36.735,65.1,0,0,52.08,41.03,0,790.6724536,0,28.92,0,0
4200,441.2127218,4.555502222,0,0,8.52,0,6.405,21.3,0,0,9.159,4.8645,13.5765,9.798,6.435,8.56,0,7.722,0,8.4825,12.236,24.624,31.3775,13.72960086,0,10.9905,21.483,0,7.242,14.96,52.589,7.665,7.1115,45.94502225,0,20.116,35.75,608.4713906,12797.94159,12.744,14.3715,29.382
4201,441.2137347,4.00362402,12.5375,12.626,0,18.375,5.35,10.296,8.52,0,39.485,8.48,9.982,0,20.277,42.3185,0,6.006,37.926,27.288,25.2425,28.116,4.515,7.378,13.14,31.62,67.353,9.548,19.552,12.499,0,49.1855,17.1035,503.0354637,8.9585,72.9,23.694,2678.249851,15938.56563,23.0175,0,25.752
4202,394.2235728,7.543276282,0,9.325,0,0,0,6.006,0,0,8.056,0,6.1915,0,6.832,0,24.684,0,0,0,9.394,23.3665,7.208,3.843,12.682,13.3125,8.54,15.5125,4.4835,4.697,9.526,12.375,0,28.212,7.293,17.655,15.3955,2190.487611,5315.166597,7.1775,45.733,0
4203,851.4411658,6.231762069,0,11.984,15.549,0,0,10.4615,9.585,26.79,0,10.224,0,0,0,12.412,19.679,7.49,7.029,12.47,0,0,10.67,11.016,5.564,7.686,14.472,24.717,6.634,74.119,0,16.926,20.8065,5.8995,92.5415,49.764,25.44498389,762.6962842,4.774,16.17,71.592,0
4204,441.2128611,3.770841453,0,6.5875,7.65,18.375,7.046111908,15.2295,20.3775,7.49,9.416,5.525,7.1775,4.28,7.992,18.6615,22.533,10.9905,6.5875,27.288,17.76,93.57193799,4.515,16.3125,10.975,64.9165,15.549,14.24338074,6.146821503,15.194,16.23,34.1145,92.378,141.93,8.9585,30.095,11.814,1713.070103,18356.0606,6.896,16.692,25.752
4205,191.0189249,1.0534875,311299.4306,267887.5311,291966.4604,251168.4673,164442.24,244311.2975,278822.1093,239077.3635,206456.73,60614.94693,669161.6895,57388.24522,180641.4939,233867.3492,432103.714,110540.3001,315513.4089,223872.5732,14562.14743,317694.2288,569348.8882,452760.879,4902.420513,171840.8523,206865.5185,43623.32239,441702.4505,151913.7242,561531.1601,30295.47345,595426.6407,21619.08561,173405.5968,263928.5171,16533.8784,1007.938991,143471.3788,983.9707339,392733.011,571618.483
4206,847.4471142,13.52293788,0,9.752,4.473,16.0175,0,19.9015,0,0,0,0,0,8.217,0,0,6.6185,0,8.132,45.29,0,0,0,0,24.0075,11.076,5.112,0,7.8995,7.293,0,17.104,3.834,7.455,8.54,61.125,22.125,1720.825933,0,0,35.52,62.998
4207,427.1955128,6.159270833,0,0,3.834,0,0,0,0,8.307,7.844,7.42,5.3375,13.237,14.586,4.922,7.74,5.551,0,10.5105,6.45,197.70123,22.9515,10.75,14.96,7.31,24.44,8.7945,17.321,15.6545,0,10.85,12.3165,79.624,0,75.114,0,590.2789465,3426.596173,0,0,61.225
4208,523.2137274,4.772358095,11.844,17.2125,10.437,7.668,5.936,6.8,0,11.956,0,0,0,7.062,30.3345,10.5,7.704,6.6185,10.675,25.3595,38.185,10.863,6.6185,14.5055,8.66,18.879,17.7045,11.448,12.993,5.7915,27.252,11.34,17.688,43.12503491,9.093,50.037,0,1908.587587,37.1925,15.1,18.2585,24.696
4209,171.0656904,7.652518421,9.729,0,18.774,0,6.572,0,0,6.36,13.959,0,7.225,0,0,0,0,0,0,8.733,15.9,0,8.7535,25.344,6.1915,0,10.914,0,15.334,0,0,0,162.495,0,0,0,63.319,500.9435928,60.367,18.216,103.235,0
4210,523.2187738,4.938194762,11.844,19.7625,8.6715,7.668,10.6,20.888,6.1625,10.625,0,6.36,0,8.946,7.242,13.664,17.976,73.554,10.675,18.445,49.418,34.6775,0,11.18,8.463,8.8355,6.928,11.637,21.375,13.86065906,13.237,0,31.3875,17.82,11.687,23.968,0,439.4582153,37.122,16.425,25.2625,294.363
4211,157.0507954,7.493744444,0,0,29.84,8.579,0,0,0,0,7.455,0,0,0,0,12.78,0,8.556,0,0,0,5.724,0,25.0745,0,0,0,0,0,0,0,0,0,0,0,29.001,0,1839.969215,0,0,0,0
4212,855.4168845,11.8078598,4.8875,0,0,9.284,0,0,10.875,32.184,0,5.3,0,0,58.938,0,0,0,0,0,10.2,0,0,0,7.8255,0,0,0,0,0,0,4.25,7.881,5.064,15.651,17.2125,8.692,1273.40084,0,0,10.1385,46.85
4213,455.2285908,4.862981313,0,8.2875,8.52,10.0815,5.3375,0,0,10.248,22.7225,0,6.6185,14.6055,19.7765,9.844,8.54,9.202,22.4175,16.8245,18.92272568,5.124,0,15.695,9.592,11.395,12.312,70.488,13.8775,14.654,0,61.434,74.439,108.2,11.772,426.1119861,0,1521.376905,1630.644533,62.41666815,6.48,57.024
4214,227.1048655,1.863670833,626.3268691,735.6785332,4336.389,828.2844063,823.6293301,1664.185025,2098.395,1220.901302,6026.0415,1486.819595,4271.225518,3187.962739,2336.672242,7685.57667,4053.202025,487.944,2665.898156,522.574864,17190.18051,3534.296323,1059.043,3184.707968,857.2560117,164.1783829,7598.887699,1626.117276,2804.341617,882.885186,312.7371914,1554.871403,66.59296875,3818.131307,2799.662931,294.9865027,6428.843219,707.6777307,880.56525,1436.649882,2826.78159,3362.235203
4215,831.4162429,9.692291333,4.431,8.946,0,37.03,0,0,5.697,7.385,9.775,5.697,0,6.1625,5.7105,0,0,0,5.512,17.62975208,25.194,6.963,28.836,22.256,4.25,7.068,11.16,9.328,0,13.446,5.112,0,0,20.7675,0,0,5.992,555.3456257,0,0,0,125.626
4216,355.0858404,3.309889216,0,15.666,0,15.432,5.978,9.03,7.49,6.6185,21.715,12.325,22.95,35.1585,15.91,7.992,5.35,0,0,26.95,47.40713629,18.8475,0,12.8915,33.21683295,31.1445,18.27,5.0025,12.5965,6.509125854,0,28.925,38.451,183.9090809,8.815,8.7945,27.99874054,1081.145294,30.615,36.7565,8.307,22.2550575
4217,833.4358613,10.42296439,6.375,0,0,13.144,0,5.088,0,17.4605,0,0,6.345,0,0,0,0,4.29,8.113,0,8.44,8.48,0,0,7.455,7.174,7.844,6.572,13.3125,6.148,6.42,0,8.692,0,0,8.307,0,1034.341977,0,49.8575,33.597,36.255
4218,523.2138696,4.943935484,11.844,19.7625,0,7.668,5.3125,20.888,0,10.625,0,0,0,8.946,7.242,13.664,17.088,73.554,10.675,10.199,34.368,71.489,0,14.5055,8.66,18.879,17.7045,11.448,0,15.516,13.237,23.3795,0,43.12503491,31.377,50.037,0,229.7121239,51.0635,17.577,25.2625,87.07
4219,439.2313154,8.492687879,4.853,0,0,0,6.996,9.116,0,0,5.325,12.027,6.1625,0,10.998,0,0,0,0,9.964,0,98.34,30.6385,0,0,0,12.1125,6.405,0,9.416,0,709.8427273,0,16.478,0,168.3734839,9.675,367.2225,74.175,19.981,26.572,241.7271851
4220,845.3896068,5.856545238,9.5625,8.7125,6.39,7.0125,4.27,4.4625,6.572,0,7.4725,0,0,23.4675,7.293,9.9875,44.289,26.0855,13.56549988,13.5765,8.189,24.61,0,6.6805,31.6045,7.896,0,5.59,6.6185,11.154,17.6985,22.425,10.72,74.866,13.1425,12.9,27.183,481.7625979,2746.373771,39.0495,361.3922842,240.6945
4221,803.4182951,15.34087153,0,16.585,0,0,0,26.825,0,0,0,31.416,43.416,25.192,40.125,52.2665,0,0,0,0,15.573,12.84,0,25.146,35.8785,10.1555,0,0,18.224,0,57.236,16.08,10.7,27.9565,8.648,33.6435,15.6455,873.9863604,37.323,0,45.084,53.032
4222,817.4333536,16.41051012,22.42,14.027,28.347,0,0,37.0875,22.3915,122.5826836,71.9355,59.488,34.202,0,59.218,41.82,81.42,100.548,85.629,31.682,106.077,0,29.5,24.8325,47.2,132.311,0,0,0,62.699,0,0,33.48,0,46.5625,287.1658965,83.055,406.1641035,0,130.1685,119.872,0
4223,441.2111472,5.14921828,24.0075,11.3155,8.217,0,5.7375,12.9885,0,3.816,7.614,10.863,4.9565,22.1975,8.815,20.8175,12.309,8.5,51.03,7.812,24.702,5.964,0,41.308,34.09811339,28.15763,9.093,0,8.7535,4.719,0,0,0,82.5435,0,24.408,0,1664.039504,192.9284287,18.192,37.994,87.6725
4224,861.4637073,14.47179833,0,7.029,15.293,0,18.6725,25.632,0,0,0,6.687,11.2035,10.67,26.166,0,15.3135,0,18.173,8.3265,11.748,25.098,19.832,23.518,30.943,15.293,3.852,49.2565,69.79061536,0,0,44.3635,42.936,22.875,11.664,39.2595,19.869,358.7083863,0,151.872,67.032,167.4105
4225,165.0554834,3.091525417,7.4725,12.9625,10105.98517,24.6675,12.141,14.289,38.948,13102.55047,13.63469788,13.3875,2586.814154,5.375,43.1411752,11.9075,359.401,9.675,5.7375,23771.03579,87.87995557,40.25708672,11.31,16.35,82.1755,36.19527448,2943.382924,58771.68417,13297.36243,17.496,2321.888868,198.6033443,10.9,39.2865,13.115,101.354,8.8765,328.6531749,189.813,21.3345,210.8,3790.572259
4226,477.2084278,10.17710507,4.26,4.0185,8.037,5.499,4.25,0,12.9675,0,8.925,0,8.7125,21.17,0,10.416,4.0185,0,0,5.551,27.0675,0,5.088,0,7.0125,0,0,7.844,4.899,21.853,0,0,10.4615,0,0,0,0,333.3031064,426.3485408,0,33.04,48.04
4227,521.2328387,7.663306,0,10.444,13.7825,0,0,4.664,0,5.512,0,0,0,0,7.48,0,0,4.675,8.5675,4.27,10.914,0,4.664,29.834,0,15.293,8.579,10.675,35.0025,6.435,0,0,35.244,10.248,14.405,14.8005,0,556.8016765,146.6365,75.361,561.439701,292.9036333
4228,305.1016368,1.921850476,16.4395,32.9,0,20.39564301,0,4.37,13.115,25.86,9.009,7.0785,8.8,17.928,23.436,0,12.04,10.051,9.438,56.282,55.8925,6.51,55.0125,7.665,59.976,20.51100879,7.848,15.4,5.978,8.189,16.38449313,108.65,0,30.7515,0,9.844,15.05,181.2116218,44.1915488,8.54,41.07302197,54.6
4229,449.106526,2.920573077,27.8375,14.552,17.952,8.17,5.136,22.3266665,10.63983612,5.375,14.586,17.6865,12.208,113.9535297,12.685,15.12,17.671,7.5425,8.733,7.429,126.5322057,27.3845,26.2885,14.2675,18.503,11.9625,18.094,59.829,26.1385,8.8765,76.01,132.6225,13.516,41.063,16.438,0,6.435,359.7606747,34.278,14.62,6.5875,14.664
4230,851.4440837,5.770712222,0,46.41,31.325,6.375,0,21.8735,0,7.208,16.96,6.39,0,4.697,8.967,5.564,39.0905,5.3125,6.1625,30.02158356,7.9365,0,0,8.6,0,7.48,26.2395,0,12.198,26.09016812,0,0,145.6295,35.94,41.378,55.84,49.152,388.3022944,2422.121109,15.106,73.315,60.608
4231,147.067113,1.036246667,110.7275,0,0,0,0,0,0,0,376.3725,0,41.283,26.1855,0,158.865,122.673,324.375,0,0,0,0,0,362.153,4.906,70.218,0,33.086,0,37.92,161.379,19452.12725,346.2211296,0,0,0,50.409,485.4738582,46.8585,17.766,0,106.172
4232,349.2015025,6.95794596,0,26.9105,13.428,12.5375,4.27,7.632,0,0,5.088,9.0945,14.6915,4.25,0,22.684,0,4.8875,20.944,7.0785,10.437,18.5745,16.692,8.346,16.34,9.775,47.387,7.918,23.219,13.539,10.1755,7.344,39.0765,32.756,5.832,0,15.008,605.550968,17.388,610.85,27.715,0
4233,253.1784424,4.930588889,5.95,10.4125,4.028,8.151,15.624,0,0,0,8.967,16.412,30.74,5.751,20.3775,8.7535,0,3.843,12.5375,0,6.104,0,155.0946714,0,0,4.9565,0,6.944,0,4.31,0,0,17.7045,0,4.1325,0,0,856.5927362,51.986,6.525,0,12.224
4234,443.2272279,6.143417857,4.664,0,0,17.934,0,0,7.46,0,10.535,0,0,7.242,0,0,19.35,9.3375,0,6.02,9.844,105.8545023,0,15.947,22.9795,14.966,0,5.112,14.3045,8.0105,19.767,107.4255,18.8,58.864,21.9965,96.63837378,29.9925,1065.586238,24916.29753,44.946,144.5687124,1216.516452
4235,961.3864522,14.34088778,13.3375,0,0,0,0,0,0,18.775,0,12.648,0,0,0,0,5.112,0,12.3255,20.865,0,24.26,0,0,14.418,0,0,0,0,25.192,0,0,0,0,9.482,0,14.499,758.19644,30.546,69.741,0,32.778
4236,427.1976045,6.389072917,8.6715,0,3.834,21.894,0,27.125,0,8.307,0,0,0,5.751,8.151,4.73,16.9455,4.4625,7.49,7.344,0,30.1035,5.35,26.6605,9.6075,10.7,473.5875453,7.242,8.113,27.676,17.23,9.3095,147.813,182.1214233,34.0795,22.512,0,1375.367822,1111.287839,284.5488554,114.253,29.4
4237,459.2242397,3.943202137,6.2205,9.711,8.037,6.88,6.1625,9.202,8.113,5.992,9.35,7.8435,27.812,11.502,5.16,14.688,17.655,5.375,13.8125,22.361,31.131,10.675,31.042,35.801,15.719,83.7675,13.454,12.83728052,5.3625,13.176,0,44.876,40.24676065,99.624,8.424,58.8,10.74,611.946127,39.537,35.904,43.7815,47.2415
4238,427.1966229,4.131934615,5.512,11.05,5.3,12.78,6.405,6.02,8.2485,11.9,9.35,7.65,7.1445,0,12.876,15.515,12.383,14.62,10.625,9.658,12.597,39.618,16.05,10.825,15.8775,63.975,50.721,24.3515,10.7,16.5165,41.984,33.635,115.346,233.592,13.6395,8.161,22.617,342.4246181,11668.10957,73.08,7.029,109.5765
4239,397.1859331,5.772109877,15.123,7.704,12.309,9.1375,0,51.6215,0,0,5.551,0,12.75,0,13.728,0,0,0,11.289,10.904,14.29191211,17.8035,56.496,19.211,10.5105,0,69.16841968,0,10.224,67.1625,24.9165,83.904,46.699,16.297,19.8505,0,0,354.3047886,61.54345752,187.8095,0,396.1408579
4240,438.2130422,7.035139683,0,0,0,30.8125,8.2875,19.396,0,0,7.686,15.3,7.844,4.473,7.8225,0,129.8715,0,0,0,5.136,0,0,0,11.076,15.836,7.095,0,0,0,425.6195,0,0,9.504,15.02,0,0,304.161958,10.75,53.33133545,59.984,57.54
4241,861.4598277,14.09550278,0,5.564,7.854,26.653,0,0,34.645,0,0,5.325,63.154,42.68,0,4.675,16.264,12.792,9.2665,19.37628674,37.345,0,49.7125,10.7,0,12.1695,30.537,0,7.74,39.138,38.5125,17.688,57.6435,14.98,11.984,27.2025,18.292,363.4287839,17.997,0,93.21,71.6555
4242,287.1868681,4.14112094,18.5745,25.074,29.892,50.1725,7.632,72.592,8.904,4.24,137.5362839,42.925,6.6805,28.998,135.3137264,11.016,28.64,194.2085549,31.03,571.961606,62.196,9.03,31.32846387,1216.857828,1220.199,768.6650598,43.674,0,46.5015,18.49,216.1015,37.3635,168.72,15.2835,171.2188818,66.03584283,1337.746016,486.6225508,71.997,428.7985586,21.318,175.4145
4243,433.1882893,5.956853846,0,6.42,6.177,0,4.27,4.28,0,0,7.4375,0,31.705,46.984,0,0,6.848,0,0,6.48,35.72,509.0616431,0,14.5865,20.2856474,15.3545,8.385,0,6.848,9.844,48.4005,25.4375,21.976,8.322,0,41.954,0,1006.151183,12173.76006,0,72.6815,109.641931
4244,411.201939,7.203203571,0,6.36,0,6.206,6.1915,8.976,0,0,7.242,0,27.772,10.4125,16.011,9.216370392,0,8.5,0,21.692,7.686,107.028,9.821,0,11.2625,17.334,0,9.63,16.647,6.634,0,33.044,29.425,7.758,0,16.2,0,859.79,1195.180621,13.265,106.8755,55.2375
4245,917.3629916,16.19556961,0,0,95.356,16.2925,0,0,19.869,0,35.994,13.4,24.771,0,0,13.95,0,18.7775,0,0,18.258,0,61.308,21.42,27.163,0,0,0,0,0,0,0,0,0,68.1,45.144,0,299.8202966,40.188,0,0,41.448
4246,157.0503132,4.441327451,0,0,14.193,0,4.26,9.372,0,0,4.9105,8.48,10.272,9.867,0,0,0,0,5.525,0,0,0,0,0,21.7,0,0,0,13.482,8.58,0,0,0,0,0,9.438,0,320.7441235,45.633,21.489,7.31,7.848
4247,833.433934,9.124098851,21.3,5.512,11.145,0,6.5565,0,4.23,5.525,4.4625,0,17.135,7.225,5.7375,9.159,12.2595,0,22.8975,3.843,0,0,6.5565,5.964,7.4375,19.6895,9.775,13.959,0,8.113,0,9.35,24.057,6.5875,37.89,0,0,517.0868022,11.076,126.075,0,158.844
4248,355.0868259,3.665767204,11.872,0,10.486,4.494,24.03,0,0,5.124,9.867,6.405,9.3525,11.97,8.17,10.75,8.113,18.7135,7.259,11.5805,97.209,0,66.48,0,27.846,17.32,17.48,15.407,15.836,8.189,28.34,21.8885,7.848,0,0,12.716,0,405.0268435,0,21.42,7.0455,10.65950684
4249,253.1787155,4.78392549,0,0,4.028,0,0,0,0,0,8.967,0,0,0,20.4045,46.748,0,0,0,0,12.426,32.56,0,10.125,11.1435,22.2725,64.554,12.441,20.223,4.31,0,0,0,0,0,0,0,410.0347225,51.986,8.0105,0,23.1525
4250,1241.646235,15.43054222,0,0,0,0,0,0,0,17.16,0,0,16.035,40.698,0,0,0,0,14.472,30.646,0,27.991,0,0,40.125,26.16,0,0,0,0,0,0,0,15.5295,0,15.04,0,984.488332,149.292,41.206,90.748,162.8135
4251,1263.626349,15.26300595,0,8.602,94.55,0,0,0,30.325,0,0,8.602,37.4295,0,0,0,0,10.71,0,9.036,10.68,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,307.7483978,0,279.9261475,0,78.288,52.448,294.8499559
4252,831.4240027,12.86097581,7.65,6.5875,0,0,14.416,0,0,7.455,5.7375,0,5.325,7.42,0,11.844,6.768,7.0125,0,11.024,7.42,18.444,14.117,8.925,0,4.452,21.32,3.816,12.792,12.9625,16.5695,29.3205,8.113,9.844,7.0125,19.17,16.8525,544.4873792,33.156,44.954,0,77.6335
4253,157.0504779,4.453234259,0,0,14.193,0,4.26,9.372,0,0,4.9105,8.48,10.272,9.867,0,0,0,0,5.525,0,0,0,0,0,21.7,0,0,0,13.482,8.58,0,0,0,0,6.51,9.438,0,188.5425,20.955,21.489,7.31,4.818
4254,379.2326481,2.331391111,0,56.226,0,52.775,7.5425,4.763,0,0,7.31,0,0,0,46.3095,21.46,0,0,0,0,174.4945,0,0,15.111,0,8.265,0,0,0,16.77,5.06,0,0,73.057,0,0,0,4.84,173375.7165,0,0,0
4255,823.4131336,4.756039785,0,0,18.9975,0,5.978,0,0,5.088,5.551,0,3.87,9.798,27.868,7.686,7.881,0,8.113,12.08,5.8725,593.1379155,0,83.62027878,14.96,8.227,5.681,16.692,8.4045,22.35,16.275,15.981,13.4125,36.86,0,12.84,47.74,132.288,126629.6431,10.416,88.407,6.3945
4256,245.0783384,0.844313333,146.762,0,160.512,32.454,59.6085,0,0,159.264,0,30.862,188.16,48.76,0,37.2775,103.2386203,370.271,84.1455,293.5255,249.3968369,45.6,0,123.1121169,85.34781006,75.222,209.507,354.1105,0,36,200.1107847,223.031,72.03,0,88.168,253.542854,172.485,195.5185,122946.2743,0,0,309.7824707
4257,239.1127911,1.106675,0,49.56,0,80.195,14.553,0,0,0,0,0,0,0,69.449,25.8815,21.348,117.216,0,0,71.611,0,37.48,59.625,36,0,0,0,0,0,0,24.48,0,0,0,0,24.15,0,98143.9329,0,22.439,58.163
4258,209.1027133,0.854895833,0,0,0,0,33.936,0,25.0215,0,71.61,0,0,0,38.05,75.7575,0,57.165,0,0,0,0,0,0,59.551,0,0,0,0,0,40.524,0,0,103.345,0,36.435,0,89.6055,191623.1843,0,0,0
4259,377.2181372,2.273176543,9.867,68.6,0,12.93,39.109,6.758,10.1285,16.1465,9.89,0,0,0,44.28,21.48,0,0,0,3.924,93.1635,16.1895,0,48.87,46.728,25.8,26.22,0,11.61,26.291,0,6.0345,3.924,31.941,9.288,0,0,31.801,87691.18271,15.3545,0,30.4965
4260,365.217957,1.9586625,0,13.125,0,0,0,0,0,0,0,8.3655,0,9.093,8.4435,17.719,7.5425,0,51.895,0,10.049,0,7.812,0,0,0,0,0,0,7.095,0,0,0,7.446,0,0,0,0,44235.21776,0,0,0
